"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 14:32:12 GMT 2024","Sun Nov 17 14:32:13 GMT 2024","617","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 14:32:30 GMT 2024","Sun Nov 17 14:32:30 GMT 2024","103","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 14:31:33 GMT 2024","Sun Nov 17 14:31:33 GMT 2024","99","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Nov 17 14:32:29 GMT 2024","Sun Nov 17 14:32:29 GMT 2024","110","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 14:31:26 GMT 2024","Sun Nov 17 14:31:27 GMT 2024","112","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"skipped","Sun Nov 17 14:32:56 GMT 2024","Sun Nov 17 14:32:56 GMT 2024","40","Localstack login tests","","","","","should successfully login",""
"passed","Sun Nov 17 14:31:43 GMT 2024","Sun Nov 17 14:31:43 GMT 2024","84","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 14:32:19 GMT 2024","Sun Nov 17 14:32:19 GMT 2024","92","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Nov 17 14:31:33 GMT 2024","Sun Nov 17 14:31:33 GMT 2024","110","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 14:32:02 GMT 2024","Sun Nov 17 14:32:02 GMT 2024","335","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Nov 17 14:32:29 GMT 2024","Sun Nov 17 14:32:30 GMT 2024","112","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 14:32:02 GMT 2024","Sun Nov 17 14:32:02 GMT 2024","413","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 14:32:07 GMT 2024","Sun Nov 17 14:32:08 GMT 2024","871","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"skipped","Sun Nov 17 14:32:56 GMT 2024","Sun Nov 17 14:32:56 GMT 2024","39","Localstack login tests","","","","","should fail login",""
"passed","Sun Nov 17 14:31:21 GMT 2024","Sun Nov 17 14:31:22 GMT 2024","389","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 14:32:17 GMT 2024","Sun Nov 17 14:32:19 GMT 2024","2525","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 14:31:42 GMT 2024","Sun Nov 17 14:31:42 GMT 2024","263","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 14:32:28 GMT 2024","Sun Nov 17 14:32:29 GMT 2024","117","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 14:32:06 GMT 2024","Sun Nov 17 14:32:06 GMT 2024","261","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Nov 17 14:32:30 GMT 2024","Sun Nov 17 14:32:30 GMT 2024","110","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 14:31:26 GMT 2024","Sun Nov 17 14:31:26 GMT 2024","107","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Nov 17 14:32:35 GMT 2024","Sun Nov 17 14:32:35 GMT 2024","227","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 14:31:12 GMT 2024","Sun Nov 17 14:31:12 GMT 2024","206","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 14:31:21 GMT 2024","Sun Nov 17 14:31:21 GMT 2024","350","Aliasing","","","","",".as() - alias a DOM element for later use",""
"passed","Sun Nov 17 14:31:25 GMT 2024","Sun Nov 17 14:31:26 GMT 2024","299","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 14:31:48 GMT 2024","Sun Nov 17 14:31:48 GMT 2024","216","Files","","","","","cy.writeFile() - write to a file",""
"passed","Sun Nov 17 14:32:24 GMT 2024","Sun Nov 17 14:32:24 GMT 2024","176","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Nov 17 14:32:29 GMT 2024","Sun Nov 17 14:32:29 GMT 2024","110","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Nov 17 14:31:14 GMT 2024","Sun Nov 17 14:31:15 GMT 2024","886","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 14:30:59 GMT 2024","Sun Nov 17 14:31:00 GMT 2024","247","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 14:32:46 GMT 2024","Sun Nov 17 14:32:50 GMT 2024","4409","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Nov 17 14:31:12 GMT 2024","Sun Nov 17 14:31:13 GMT 2024","779","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Nov 17 14:31:04 GMT 2024","Sun Nov 17 14:31:07 GMT 2024","3723","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Nov 17 14:30:59 GMT 2024","Sun Nov 17 14:30:59 GMT 2024","210","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Nov 17 14:32:06 GMT 2024","Sun Nov 17 14:32:06 GMT 2024","379","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 14:31:51 GMT 2024","Sun Nov 17 14:31:52 GMT 2024","91","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 14:31:15 GMT 2024","Sun Nov 17 14:31:15 GMT 2024","143","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 14:32:30 GMT 2024","Sun Nov 17 14:32:30 GMT 2024","110","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Nov 17 14:32:35 GMT 2024","Sun Nov 17 14:32:37 GMT 2024","1090","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Nov 17 14:32:54 GMT 2024","Sun Nov 17 14:32:54 GMT 2024","83","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 14:31:33 GMT 2024","Sun Nov 17 14:31:33 GMT 2024","105","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
