"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 09:03:44 GMT 2024","Sun Nov 17 09:03:44 GMT 2024","159","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Nov 17 09:03:29 GMT 2024","Sun Nov 17 09:03:29 GMT 2024","85","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Nov 17 09:02:06 GMT 2024","Sun Nov 17 09:02:09 GMT 2024","3647","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Nov 17 09:02:50 GMT 2024","Sun Nov 17 09:02:50 GMT 2024","82","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 09:03:52 GMT 2024","Sun Nov 17 09:03:52 GMT 2024","102","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Nov 17 09:02:09 GMT 2024","Sun Nov 17 09:02:09 GMT 2024","143","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 09:03:44 GMT 2024","Sun Nov 17 09:03:44 GMT 2024","157","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:04:21 GMT 2024","Sun Nov 17 09:04:21 GMT 2024","74","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 09:02:13 GMT 2024","Sun Nov 17 09:02:14 GMT 2024","200","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 09:01:58 GMT 2024","Sun Nov 17 09:01:59 GMT 2024","671","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:50 GMT 2024","104","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Nov 17 09:03:30 GMT 2024","Sun Nov 17 09:03:30 GMT 2024","586","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 09:04:16 GMT 2024","Sun Nov 17 09:04:16 GMT 2024","249","Waiting","","","","","cy.wait() - wait for a specific route",""
"passed","Sun Nov 17 09:02:51 GMT 2024","Sun Nov 17 09:02:51 GMT 2024","84","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 09:02:44 GMT 2024","Sun Nov 17 09:02:45 GMT 2024","178","Cookies","","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Sun Nov 17 09:03:49 GMT 2024","Sun Nov 17 09:03:49 GMT 2024","233","Traversal","","","","",".children() - get child DOM elements",""
"passed","Sun Nov 17 09:02:50 GMT 2024","Sun Nov 17 09:02:50 GMT 2024","99","Cypress APIs","Cypress.config()","","","","Get and set configuration options",""
"passed","Sun Nov 17 09:02:17 GMT 2024","Sun Nov 17 09:02:17 GMT 2024","146","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun Nov 17 09:02:30 GMT 2024","Sun Nov 17 09:02:30 GMT 2024","290","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 09:03:51 GMT 2024","Sun Nov 17 09:03:52 GMT 2024","100","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Nov 17 09:02:38 GMT 2024","Sun Nov 17 09:02:38 GMT 2024","85","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Sun Nov 17 09:03:43 GMT 2024","Sun Nov 17 09:03:43 GMT 2024","457","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Nov 17 09:02:38 GMT 2024","Sun Nov 17 09:02:38 GMT 2024","216","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Sun Nov 17 09:02:38 GMT 2024","Sun Nov 17 09:02:38 GMT 2024","85","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 09:02:00 GMT 2024","Sun Nov 17 09:02:00 GMT 2024","235","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Nov 17 09:03:52 GMT 2024","Sun Nov 17 09:03:52 GMT 2024","98","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Sun Nov 17 09:03:58 GMT 2024","Sun Nov 17 09:03:58 GMT 2024","479","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 09:03:38 GMT 2024","Sun Nov 17 09:03:38 GMT 2024","18","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Nov 17 09:01:59 GMT 2024","Sun Nov 17 09:01:59 GMT 2024","401","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 09:03:57 GMT 2024","Sun Nov 17 09:03:57 GMT 2024","337","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Nov 17 09:03:51 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","98","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:50 GMT 2024","101","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 09:02:50 GMT 2024","Sun Nov 17 09:02:50 GMT 2024","106","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Sun Nov 17 09:02:30 GMT 2024","Sun Nov 17 09:02:31 GMT 2024","121","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Nov 17 09:02:44 GMT 2024","Sun Nov 17 09:02:44 GMT 2024","214","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 09:02:38 GMT 2024","Sun Nov 17 09:02:38 GMT 2024","84","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Nov 17 09:04:21 GMT 2024","Sun Nov 17 09:04:21 GMT 2024","188","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Nov 17 09:02:45 GMT 2024","Sun Nov 17 09:02:45 GMT 2024","115","Cookies","","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Sun Nov 17 09:03:02 GMT 2024","Sun Nov 17 09:03:02 GMT 2024","82","Location","","","","","cy.url() - get the current URL",""
"passed","Sun Nov 17 09:03:08 GMT 2024","Sun Nov 17 09:03:08 GMT 2024","261","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 09:02:50 GMT 2024","Sun Nov 17 09:02:50 GMT 2024","84","Cypress APIs","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Nov 17 09:02:30 GMT 2024","Sun Nov 17 09:02:30 GMT 2024","101","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 09:02:13 GMT 2024","Sun Nov 17 09:02:13 GMT 2024","220","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 09:03:29 GMT 2024","Sun Nov 17 09:03:29 GMT 2024","114","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Nov 17 09:02:50 GMT 2024","Sun Nov 17 09:02:51 GMT 2024","78","Cypress APIs","Cypress.platform","","","","Get underlying OS name",""
"passed","Sun Nov 17 09:03:49 GMT 2024","Sun Nov 17 09:03:49 GMT 2024","109","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Nov 17 09:02:24 GMT 2024","Sun Nov 17 09:02:25 GMT 2024","577","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 09:02:39 GMT 2024","Sun Nov 17 09:02:39 GMT 2024","88","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 09:02:11 GMT 2024","Sun Nov 17 09:02:13 GMT 2024","1955","Actions","","","","",".click() - click on a DOM element",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:50 GMT 2024","101","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Nov 17 09:02:38 GMT 2024","Sun Nov 17 09:02:38 GMT 2024","84","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:50 GMT 2024","102","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 09:02:15 GMT 2024","Sun Nov 17 09:02:16 GMT 2024","881","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 09:02:31 GMT 2024","Sun Nov 17 09:02:31 GMT 2024","96","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Nov 17 09:02:14 GMT 2024","Sun Nov 17 09:02:14 GMT 2024","765","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Nov 17 09:03:57 GMT 2024","Sun Nov 17 09:03:58 GMT 2024","172","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Nov 17 09:03:21 GMT 2024","Sun Nov 17 09:03:22 GMT 2024","528","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:50 GMT 2024","104","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 09:04:11 GMT 2024","Sun Nov 17 09:04:16 GMT 2024","4379","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Nov 17 09:02:44 GMT 2024","Sun Nov 17 09:02:44 GMT 2024","122","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Nov 17 09:03:38 GMT 2024","Sun Nov 17 09:03:38 GMT 2024","14","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Sun Nov 17 09:03:15 GMT 2024","Sun Nov 17 09:03:16 GMT 2024","382","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 09:03:23 GMT 2024","Sun Nov 17 09:03:24 GMT 2024","1007","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Nov 17 09:02:31 GMT 2024","Sun Nov 17 09:02:33 GMT 2024","1578","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Nov 17 09:02:31 GMT 2024","Sun Nov 17 09:02:31 GMT 2024","93","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Nov 17 09:03:08 GMT 2024","Sun Nov 17 09:03:09 GMT 2024","883","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Nov 17 09:02:50 GMT 2024","Sun Nov 17 09:02:50 GMT 2024","87","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 09:02:45 GMT 2024","Sun Nov 17 09:02:45 GMT 2024","175","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Nov 17 09:03:51 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","102","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Sun Nov 17 09:03:51 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","95","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 09:02:56 GMT 2024","Sun Nov 17 09:02:56 GMT 2024","99","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Nov 17 09:03:07 GMT 2024","Sun Nov 17 09:03:08 GMT 2024","670","Misc","","","","","cy.exec() - execute a system command",""
"passed","Sun Nov 17 09:02:17 GMT 2024","Sun Nov 17 09:02:19 GMT 2024","2147","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:50 GMT 2024","107","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 09:04:21 GMT 2024","Sun Nov 17 09:04:21 GMT 2024","79","Window","","","","","cy.document() - get the document object",""
"passed","Sun Nov 17 09:02:10 GMT 2024","Sun Nov 17 09:02:10 GMT 2024","397","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Nov 17 09:03:44 GMT 2024","Sun Nov 17 09:03:44 GMT 2024","156","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:03:38 GMT 2024","Sun Nov 17 09:03:38 GMT 2024","79","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Nov 17 09:02:16 GMT 2024","Sun Nov 17 09:02:16 GMT 2024","142","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 09:02:31 GMT 2024","Sun Nov 17 09:02:31 GMT 2024","91","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Nov 17 09:03:51 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","97","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Nov 17 09:01:59 GMT 2024","Sun Nov 17 09:02:00 GMT 2024","195","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","100","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 09:03:08 GMT 2024","Sun Nov 17 09:03:08 GMT 2024","83","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Sun Nov 17 09:03:29 GMT 2024","Sun Nov 17 09:03:29 GMT 2024","235","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Nov 17 09:03:52 GMT 2024","Sun Nov 17 09:03:52 GMT 2024","97","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Nov 17 09:04:04 GMT 2024","Sun Nov 17 09:04:07 GMT 2024","2732","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Nov 17 09:02:44 GMT 2024","Sun Nov 17 09:02:44 GMT 2024","104","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 09:02:38 GMT 2024","Sun Nov 17 09:02:38 GMT 2024","93","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Nov 17 09:03:35 GMT 2024","Sun Nov 17 09:03:35 GMT 2024","207","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Nov 17 09:03:58 GMT 2024","Sun Nov 17 09:03:58 GMT 2024","76","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Nov 17 09:03:22 GMT 2024","Sun Nov 17 09:03:22 GMT 2024","257","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Nov 17 09:02:31 GMT 2024","Sun Nov 17 09:02:31 GMT 2024","94","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 09:02:56 GMT 2024","Sun Nov 17 09:02:57 GMT 2024","254","Files","","","","","cy.writeFile() - write to a file",""
"passed","Sun Nov 17 09:03:58 GMT 2024","Sun Nov 17 09:03:59 GMT 2024","1082","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Nov 17 09:02:51 GMT 2024","Sun Nov 17 09:02:51 GMT 2024","86","Cypress APIs","Cypress.spec","","","","Get current spec information",""
"passed","Sun Nov 17 09:03:38 GMT 2024","Sun Nov 17 09:03:38 GMT 2024","172","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 09:03:22 GMT 2024","Sun Nov 17 09:03:23 GMT 2024","355","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Nov 17 09:02:00 GMT 2024","Sun Nov 17 09:02:00 GMT 2024","238","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 09:03:38 GMT 2024","Sun Nov 17 09:03:38 GMT 2024","232","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Nov 17 09:03:14 GMT 2024","Sun Nov 17 09:03:15 GMT 2024","902","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Nov 17 09:03:23 GMT 2024","Sun Nov 17 09:03:23 GMT 2024","361","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Nov 17 09:02:56 GMT 2024","Sun Nov 17 09:02:56 GMT 2024","324","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Nov 17 09:03:16 GMT 2024","Sun Nov 17 09:03:16 GMT 2024","334","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Nov 17 09:02:49 GMT 2024","Sun Nov 17 09:02:50 GMT 2024","207","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 09:02:39 GMT 2024","Sun Nov 17 09:02:39 GMT 2024","83","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Nov 17 09:03:29 GMT 2024","Sun Nov 17 09:03:29 GMT 2024","94","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 09:02:11 GMT 2024","Sun Nov 17 09:02:11 GMT 2024","399","Actions","","","","",".submit() - submit a form",""
"passed","Sun Nov 17 09:03:02 GMT 2024","Sun Nov 17 09:03:02 GMT 2024","98","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 09:02:43 GMT 2024","Sun Nov 17 09:02:44 GMT 2024","296","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 09:03:22 GMT 2024","Sun Nov 17 09:03:22 GMT 2024","282","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
