"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 09:15:57 GMT 2024","Sun Nov 17 09:15:57 GMT 2024","383","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 09:16:25 GMT 2024","Sun Nov 17 09:16:25 GMT 2024","103","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 09:15:08 GMT 2024","Sun Nov 17 09:15:10 GMT 2024","2159","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Nov 17 09:15:37 GMT 2024","Sun Nov 17 09:15:37 GMT 2024","88","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 09:16:27 GMT 2024","Sun Nov 17 09:16:27 GMT 2024","102","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Nov 17 09:16:02 GMT 2024","Sun Nov 17 09:16:02 GMT 2024","182","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Nov 17 09:15:19 GMT 2024","Sun Nov 17 09:15:19 GMT 2024","124","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Nov 17 09:15:20 GMT 2024","Sun Nov 17 09:15:20 GMT 2024","114","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 09:15:26 GMT 2024","Sun Nov 17 09:15:26 GMT 2024","230","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Sun Nov 17 09:15:01 GMT 2024","Sun Nov 17 09:15:01 GMT 2024","409","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Nov 17 09:15:27 GMT 2024","Sun Nov 17 09:15:27 GMT 2024","96","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 09:16:26 GMT 2024","Sun Nov 17 09:16:26 GMT 2024","104","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 09:16:08 GMT 2024","Sun Nov 17 09:16:08 GMT 2024","117","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Nov 17 09:15:37 GMT 2024","Sun Nov 17 09:15:38 GMT 2024","84","Cypress APIs","Cypress.spec","","","","Get current spec information",""
"passed","Sun Nov 17 09:15:42 GMT 2024","Sun Nov 17 09:15:42 GMT 2024","102","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Nov 17 09:15:08 GMT 2024","Sun Nov 17 09:15:08 GMT 2024","142","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 09:16:01 GMT 2024","Sun Nov 17 09:16:02 GMT 2024","543","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 09:16:20 GMT 2024","Sun Nov 17 09:16:20 GMT 2024","166","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 09:16:16 GMT 2024","Sun Nov 17 09:16:16 GMT 2024","15","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Sun Nov 17 09:15:04 GMT 2024","Sun Nov 17 09:15:05 GMT 2024","212","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 09:14:50 GMT 2024","Sun Nov 17 09:14:51 GMT 2024","1062","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 09:16:02 GMT 2024","Sun Nov 17 09:16:03 GMT 2024","276","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Nov 17 09:16:25 GMT 2024","Sun Nov 17 09:16:25 GMT 2024","110","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 09:16:26 GMT 2024","Sun Nov 17 09:16:26 GMT 2024","112","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 09:16:27 GMT 2024","Sun Nov 17 09:16:27 GMT 2024","117","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 09:16:13 GMT 2024","Sun Nov 17 09:16:15 GMT 2024","2521","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 09:15:06 GMT 2024","Sun Nov 17 09:15:07 GMT 2024","774","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Nov 17 09:16:03 GMT 2024","Sun Nov 17 09:16:03 GMT 2024","233","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Nov 17 09:15:19 GMT 2024","Sun Nov 17 09:15:19 GMT 2024","285","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 09:16:26 GMT 2024","Sun Nov 17 09:16:26 GMT 2024","104","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Nov 17 09:15:37 GMT 2024","Sun Nov 17 09:15:37 GMT 2024","88","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 09:16:26 GMT 2024","Sun Nov 17 09:16:26 GMT 2024","103","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Nov 17 09:15:32 GMT 2024","Sun Nov 17 09:15:32 GMT 2024","102","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 09:15:26 GMT 2024","Sun Nov 17 09:15:26 GMT 2024","111","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Nov 17 09:14:52 GMT 2024","Sun Nov 17 09:14:52 GMT 2024","242","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 09:15:50 GMT 2024","Sun Nov 17 09:15:50 GMT 2024","716","Misc","","","","","cy.exec() - execute a system command",""
"passed","Sun Nov 17 09:16:21 GMT 2024","Sun Nov 17 09:16:21 GMT 2024","161","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:15:56 GMT 2024","Sun Nov 17 09:15:57 GMT 2024","874","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Nov 17 09:15:05 GMT 2024","Sun Nov 17 09:15:06 GMT 2024","781","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Nov 17 09:15:27 GMT 2024","Sun Nov 17 09:15:27 GMT 2024","94","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Sun Nov 17 09:15:36 GMT 2024","Sun Nov 17 09:15:37 GMT 2024","103","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Sun Nov 17 09:16:15 GMT 2024","Sun Nov 17 09:16:16 GMT 2024","174","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 09:14:52 GMT 2024","Sun Nov 17 09:14:52 GMT 2024","190","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Nov 17 09:15:20 GMT 2024","Sun Nov 17 09:15:20 GMT 2024","99","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Nov 17 09:15:14 GMT 2024","Sun Nov 17 09:15:14 GMT 2024","374","Aliasing","","","","",".as() - alias a DOM element for later use",""
"passed","Sun Nov 17 09:14:52 GMT 2024","Sun Nov 17 09:14:52 GMT 2024","253","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Nov 17 09:16:25 GMT 2024","Sun Nov 17 09:16:25 GMT 2024","110","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Nov 17 09:16:15 GMT 2024","Sun Nov 17 09:16:15 GMT 2024","88","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Nov 17 09:14:53 GMT 2024","Sun Nov 17 09:14:53 GMT 2024","252","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Nov 17 09:15:37 GMT 2024","Sun Nov 17 09:15:37 GMT 2024","83","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 09:15:07 GMT 2024","Sun Nov 17 09:15:08 GMT 2024","880","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 09:15:46 GMT 2024","Sun Nov 17 09:15:46 GMT 2024","93","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 09:15:01 GMT 2024","Sun Nov 17 09:15:01 GMT 2024","150","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 09:16:20 GMT 2024","Sun Nov 17 09:16:20 GMT 2024","475","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Nov 17 09:16:52 GMT 2024","Sun Nov 17 09:16:52 GMT 2024","77","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 09:15:31 GMT 2024","Sun Nov 17 09:15:31 GMT 2024","194","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 09:15:31 GMT 2024","Sun Nov 17 09:15:31 GMT 2024","307","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 09:16:52 GMT 2024","Sun Nov 17 09:16:52 GMT 2024","82","Window","","","","","cy.document() - get the document object",""
"passed","Sun Nov 17 09:15:42 GMT 2024","Sun Nov 17 09:15:42 GMT 2024","93","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Sun Nov 17 09:16:32 GMT 2024","Sun Nov 17 09:16:32 GMT 2024","234","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 09:15:27 GMT 2024","Sun Nov 17 09:15:27 GMT 2024","97","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Nov 17 09:15:20 GMT 2024","Sun Nov 17 09:15:20 GMT 2024","107","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Nov 17 09:15:37 GMT 2024","Sun Nov 17 09:15:37 GMT 2024","89","Cypress APIs","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Nov 17 09:16:32 GMT 2024","Sun Nov 17 09:16:34 GMT 2024","1085","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Nov 17 09:16:27 GMT 2024","Sun Nov 17 09:16:27 GMT 2024","113","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Nov 17 09:15:05 GMT 2024","Sun Nov 17 09:15:05 GMT 2024","212","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 09:15:51 GMT 2024","Sun Nov 17 09:15:52 GMT 2024","968","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Nov 17 09:16:08 GMT 2024","Sun Nov 17 09:16:08 GMT 2024","92","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Nov 17 09:16:27 GMT 2024","Sun Nov 17 09:16:28 GMT 2024","118","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Sun Nov 17 09:15:41 GMT 2024","Sun Nov 17 09:15:42 GMT 2024","316","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Nov 17 09:16:03 GMT 2024","Sun Nov 17 09:16:04 GMT 2024","877","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Nov 17 09:16:43 GMT 2024","Sun Nov 17 09:16:48 GMT 2024","4376","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Nov 17 09:14:51 GMT 2024","Sun Nov 17 09:14:52 GMT 2024","407","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 09:16:26 GMT 2024","Sun Nov 17 09:16:26 GMT 2024","104","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Nov 17 09:15:19 GMT 2024","Sun Nov 17 09:15:19 GMT 2024","109","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 09:16:52 GMT 2024","Sun Nov 17 09:16:52 GMT 2024","176","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Nov 17 09:15:32 GMT 2024","Sun Nov 17 09:15:32 GMT 2024","175","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Nov 17 09:15:50 GMT 2024","Sun Nov 17 09:15:51 GMT 2024","262","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 09:16:32 GMT 2024","Sun Nov 17 09:16:32 GMT 2024","179","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Nov 17 09:15:01 GMT 2024","Sun Nov 17 09:15:02 GMT 2024","511","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Nov 17 09:15:20 GMT 2024","Sun Nov 17 09:15:20 GMT 2024","115","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Nov 17 09:15:26 GMT 2024","Sun Nov 17 09:15:26 GMT 2024","99","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 09:16:02 GMT 2024","Sun Nov 17 09:16:02 GMT 2024","233","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Nov 17 09:15:46 GMT 2024","Sun Nov 17 09:15:46 GMT 2024","199","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Sun Nov 17 09:16:25 GMT 2024","Sun Nov 17 09:16:25 GMT 2024","107","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Nov 17 09:16:48 GMT 2024","Sun Nov 17 09:16:48 GMT 2024","221","Waiting","","","","","cy.wait() - wait for a specific route",""
"passed","Sun Nov 17 09:16:08 GMT 2024","Sun Nov 17 09:16:09 GMT 2024","605","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 09:16:08 GMT 2024","Sun Nov 17 09:16:08 GMT 2024","94","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 09:16:16 GMT 2024","Sun Nov 17 09:16:16 GMT 2024","237","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Nov 17 09:16:20 GMT 2024","Sun Nov 17 09:16:20 GMT 2024","182","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Nov 17 09:16:32 GMT 2024","Sun Nov 17 09:16:32 GMT 2024","79","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Nov 17 09:15:32 GMT 2024","Sun Nov 17 09:15:32 GMT 2024","117","Cookies","","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Sun Nov 17 09:15:31 GMT 2024","Sun Nov 17 09:15:31 GMT 2024","130","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Nov 17 09:15:20 GMT 2024","Sun Nov 17 09:15:22 GMT 2024","1580","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Nov 17 09:15:26 GMT 2024","Sun Nov 17 09:15:26 GMT 2024","95","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Nov 17 09:15:37 GMT 2024","Sun Nov 17 09:15:37 GMT 2024","89","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 09:16:16 GMT 2024","Sun Nov 17 09:16:16 GMT 2024","18","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Nov 17 09:15:19 GMT 2024","Sun Nov 17 09:15:20 GMT 2024","112","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Nov 17 09:16:21 GMT 2024","Sun Nov 17 09:16:21 GMT 2024","161","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:16:32 GMT 2024","Sun Nov 17 09:16:32 GMT 2024","279","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Nov 17 09:15:42 GMT 2024","Sun Nov 17 09:15:42 GMT 2024","183","Files","","","","","cy.writeFile() - write to a file",""
